video_id,frames,mean,sign
41649.mp4,70,207.04024366017137,peaceful
41648.mp4,96,111.84589094373915,peaceful
41650.mp4,78,64.82705065883191,peaceful
41646.mp4,61,60.82783020106001,peaceful
41647.mp4,36,60.37738159347136,peaceful
41644.mp4,102,97.12262242136438,peaceful
41645.mp4,31,60.30854376680107,peaceful
66052.mp4,53,92.7080170022761,n
38269.mp4,76,65.42517927631579,n
38265.mp4,125,117.553183828125,n
38266.mp4,51,47.72863970588235,n
38267.mp4,30,205.3232048128858,n
34516.mp4,84,66.37282279265872,mainstream
34510.mp4,122,91.75794302851776,mainstream
34514.mp4,39,215.1963219001279,mainstream
34512.mp4,129,120.18245258716942,mainstream
34513.mp4,53,100.32963664504717,mainstream
34511.mp4,35,30.24771633184524,mainstream
43836.mp4,49,205.27690181025753,possible
43831.mp4,64,135.6343054707845,possible
43834.mp4,46,211.6375169336595,possible
43829.mp4,118,126.87010758739407,possible
66316.mp4,62,84.89011332585535,possible
43835.mp4,56,206.04354950100455,possible
43833.mp4,37,209.72330226819702,possible
43839.mp4,85,65.77400808823529,possible
43830.mp4,83,119.63671533791415,possible
53253.mp4,104,121.75305150741185,somewhere
53255.mp4,72,208.42219664558533,somewhere
53252.mp4,174,123.79889465098181,somewhere
53257.mp4,80,65.02775290798611,somewhere
31976.mp4,133,133.3021377662907,label
31978.mp4,32,23.693826859085647,label
31981.mp4,36,210.62319516782406,label
66006.mp4,60,76.18464424027687,label
31984.mp4,83,67.52642407128513,label
31979.mp4,97,112.92714810191151,label
65694.mp4,67,77.11996028837356,favorite
21312.mp4,89,65.55374828339575,favorite
21303.mp4,67,100.0497559079602,favorite
21304.mp4,68,114.10840054381127,favorite
21309.mp4,49,207.784862573596,favorite
18091.mp4,69,98.45244131189614,dye
18096.mp4,96,65.02854108796296,dye
18095.mp4,43,217.65519142643734,dye
18094.mp4,28,99.36226655505952,dye
18092.mp4,76,115.30024354098136,dye
18093.mp4,43,100.34124121850775,dye
66142.mp4,74,70.48105513638227,moon
36779.mp4,167,134.18975185046574,moon
36781.mp4,76,68.0416380693759,moon
36783.mp4,91,119.30432148580586,moon
36780.mp4,71,130.979746002054,moon
36791.mp4,81,64.76512354252401,moon
36782.mp4,30,24.54100424382716,moon
44143.mp4,51,213.92256221064815,preacher
44141.mp4,99,115.54826658512205,preacher
44146.mp4,80,66.46178285590278,preacher
35928.mp4,62,206.96430447641546,microphone
35931.mp4,76,64.719390625,microphone
35925.mp4,131,122.36756596927717,microphone
35923.mp4,78,118.41524172008548,microphone
35924.mp4,44,26.997676658073793,microphone
24498.mp4,35,39.809380855930335,get up
24502.mp4,54,208.79895578022877,get up
24500.mp4,68,111.21335319967831,get up
65814.mp4,40,100.88875720995385,get up
24503.mp4,93,67.92224596774193,get up
24499.mp4,38,27.996597755238792,get up
24501.mp4,24,95.55395182291667,get up
42220.mp4,82,65.02569444444444,personality
42214.mp4,89,131.63634846090824,personality
42215.mp4,91,109.84924121451465,personality
42217.mp4,54,211.0361055151555,personality
03454.mp4,50,191.1586644640495,arrogant
03448.mp4,121,97.09415289256198,arrogant
03450.mp4,36,28.574993650334363,arrogant
03451.mp4,102,109.08345757378473,arrogant
03457.mp4,99,68.34690810886644,arrogant
03449.mp4,122,67.94304572767247,arrogant
48408.mp4,42,210.84954028297128,role
48404.mp4,143,129.75870641511267,role
48407.mp4,25,101.4310609375,role
48411.mp4,87,66.27533277458492,role
48405.mp4,108,90.42592158564815,role
48406.mp4,77,113.20905218479437,role
65484.mp4,81,102.9595761920457,director
16383.mp4,70,127.97990345982143,director
16384.mp4,80,112.46218969726563,director
16386.mp4,59,204.16265064063515,director
47244.mp4,86,64.94703783107235,remove
47239.mp4,46,37.23159269323671,remove
47242.mp4,34,214.57132576337827,remove
47238.mp4,41,26.275252206601927,remove
66390.mp4,62,69.46839382163438,remove
47237.mp4,134,126.92074053560323,remove
47240.mp4,88,115.29535859079073,remove
02009.mp4,37,21.088283087775274,alligator
02010.mp4,126,114.25449226500496,alligator
02008.mp4,83,97.77319230045181,alligator
02012.mp4,55,215.7985210235554,alligator
02014.mp4,109,69.39021387614679,alligator
16546.mp4,94,67.91047861258865,discount
16542.mp4,99,119.65869646990741,discount
16544.mp4,54,205.511697594558,discount
16543.mp4,64,130.14819508870443,discount
16541.mp4,30,58.15617253407922,discount
22483.mp4,95,112.23723653371711,flood
22489.mp4,86,65.60584718184755,flood
22485.mp4,83,203.4232877957035,flood
22481.mp4,72,64.6475254237799,flood
41262.mp4,90,91.34062745949075,part
41263.mp4,85,118.11106173406863,part
41267.mp4,80,66.26068051215277,part
41265.mp4,52,206.29696506785584,part
08641.mp4,94,66.62673467050827,calculator
08639.mp4,62,220.36818914743876,calculator
08636.mp4,31,21.990521595604342,calculator
08637.mp4,72,119.03515444155093,calculator
08635.mp4,75,103.29873940972222,calculator
53416.mp4,28,55.65955264136905,sound
53415.mp4,110,95.96592885890152,sound
53414.mp4,68,134.54071895424838,sound
53420.mp4,37,200.8953254605517,sound
53417.mp4,83,124.37017032975653,sound
66537.mp4,70,95.98148625105942,sound
53423.mp4,81,65.10248679698216,sound
66546.mp4,74,92.06855057100607,spider
53831.mp4,71,66.6137246185446,spider
53825.mp4,92,96.21075803894928,spider
53829.mp4,54,212.52502108719864,spider
53827.mp4,91,114.40425377031822,spider
53826.mp4,59,54.315491137986506,spider
41357.mp4,39,209.5406177662037,pass
41352.mp4,88,115.4236435768821,pass
41356.mp4,34,209.82208587612234,pass
41365.mp4,96,67.46698220486111,pass
41350.mp4,75,67.7299627025463,pass
66267.mp4,68,78.28656294835007,pass
41364.mp4,82,67.40411098407859,pass
04802.mp4,69,210.9691826980358,balance
04796.mp4,94,110.36452612477837,balance
04798.mp4,35,28.07340622244268,balance
04801.mp4,68,208.2631271809356,balance
04795.mp4,103,134.24826321467097,balance
65129.mp4,94,76.87856658228026,balance
04797.mp4,44,40.389903341137064,balance
04803.mp4,63,201.9544525795006,balance
04799.mp4,106,114.63968492040094,balance
04806.mp4,118,68.26854260828625,balance
51757.mp4,80,66.47589175347223,simple
51751.mp4,101,119.71096373504538,simple
51750.mp4,50,22.865468208460754,simple
51755.mp4,42,212.09954562717013,simple
51753.mp4,64,139.27895863850912,simple
51749.mp4,107,138.65541119061527,simple
13093.mp4,39,210.65923346506457,conversation
13095.mp4,66,207.98033742877493,conversation
13087.mp4,76,100.22480605811404,conversation
13090.mp4,44,108.70408735795455,conversation
13094.mp4,95,205.97238517502709,conversation
13091.mp4,54,205.97786526576695,conversation
13089.mp4,53,105.2357429245283,conversation
42566.mp4,29,21.236395723579182,piano
42569.mp4,72,207.57978257275133,piano
42567.mp4,76,117.60641879968476,piano
42565.mp4,98,67.32132180280966,piano
42571.mp4,87,65.2794069284802,piano
03607.mp4,32,207.1176141809534,ask
03605.mp4,51,207.15739438657408,ask
03603.mp4,43,206.46141157200728,ask
03595.mp4,56,100.98472353980655,ask
03598.mp4,98,114.13215239025297,ask
03597.mp4,39,24.725033692797364,ask
65101.mp4,60,116.461599373764,ask
52552.mp4,59,65.11603835628532,small
52560.mp4,68,207.54585687016308,small
52556.mp4,35,24.481598896329366,small
52566.mp4,70,68.35721884920635,small
52555.mp4,37,38.55403482909993,small
52551.mp4,91,125.5074440533425,small
52557.mp4,96,122.03212195502387,small
52554.mp4,30,25.353904320987656,small
11877.mp4,34,23.62023088575708,come
11876.mp4,52,128.23066856971153,come
11882.mp4,44,212.17955249717377,come
11878.mp4,93,110.66152522261424,come
11884.mp4,84,65.771248057209,come
69275.mp4,86,70.84886307432978,come
58258.mp4,72,65.4118962191358,throat
58256.mp4,42,217.92700927303792,throat
58253.mp4,43,24.88312541496196,throat
58254.mp4,81,102.95541469746657,throat
58252.mp4,92,91.36836489470109,throat
65212.mp4,73,77.16092916128625,blood
06738.mp4,92,66.78513390700483,blood
06733.mp4,74,99.25701136683558,blood
06736.mp4,46,211.69854158629116,blood
06734.mp4,104,108.42175039438101,blood
35807.mp4,68,65.43245266544118,metal
35798.mp4,65,98.13821975160256,metal
35799.mp4,55,64.87077894176136,metal
35804.mp4,49,212.4310253591737,metal
12973.mp4,31,209.92823076309068,continue
12970.mp4,36,56.52368752143347,continue
12972.mp4,53,18.23735009208304,continue
12977.mp4,80,66.318765625,continue
12968.mp4,85,121.85430269607843,continue
12971.mp4,86,112.48487838390261,continue
12969.mp4,78,65.8437278812767,continue
48279.mp4,96,65.79861895978009,road
48277.mp4,33,210.15362336472361,road
48273.mp4,74,95.03301467483108,road
48274.mp4,68,117.64041355507047,road
09740.mp4,34,206.9010224861462,cent
09736.mp4,26,22.57668740818643,cent
09742.mp4,99,67.86286833613917,cent
09738.mp4,19,92.34240542763158,cent
65323.mp4,63,75.9111043752812,cent
09735.mp4,69,102.40395531400966,cent
09739.mp4,23,92.82712522644927,cent
09737.mp4,75,112.94790594618055,cent
31233.mp4,74,114.5032274070946,joy
31237.mp4,70,204.93204110473698,joy
31236.mp4,64,204.0687020909229,joy
31239.mp4,85,65.55507757352942,joy
31232.mp4,71,97.03604111649061,joy
10581.mp4,97,111.9023659659579,chocolate
65354.mp4,64,93.40532912151862,chocolate
10580.mp4,66,57.28592773072157,chocolate
10583.mp4,60,210.5790313343943,chocolate
10587.mp4,86,66.92685473191214,chocolate
10579.mp4,118,92.76557931673729,chocolate
56429.mp4,54,204.25190222050753,switzerland
56427.mp4,143,125.02350460737179,switzerland
56425.mp4,40,23.09512563898534,switzerland
56424.mp4,41,24.216780948885877,switzerland
56423.mp4,80,96.370861328125,switzerland
56426.mp4,81,122.20190437725051,switzerland
53198.mp4,26,206.96604184751158,someday
53199.mp4,30,206.98527797733078,someday
53200.mp4,45,205.81883409288196,someday
53203.mp4,89,65.56103928682896,someday
53196.mp4,92,120.59644701086957,someday
15831.mp4,50,206.59169721791272,destroy
15835.mp4,73,65.5016356544901,destroy
65471.mp4,77,102.22935941365819,destroy
15827.mp4,38,25.173349399975635,destroy
15826.mp4,107,86.88239145249221,destroy
15829.mp4,71,109.24967567121479,destroy
15828.mp4,41,55.86818289389491,destroy
38868.mp4,73,65.47263950722983,not
38861.mp4,80,121.52772477213541,not
38857.mp4,105,96.7236953125,not
38863.mp4,46,205.64134114583334,not
38860.mp4,24,61.505088352784206,not
38859.mp4,66,22.5550107557052,not
38858.mp4,64,84.18554318289225,not
06954.mp4,83,68.43694908801874,body
65222.mp4,56,76.31103814507016,body
06949.mp4,91,110.70191789005266,body
06948.mp4,50,54.809295283564815,body
69240.mp4,52,85.00612550914796,body
06951.mp4,43,202.40153127117208,body
61879.mp4,139,129.72445880795362,vocabulary
61882.mp4,32,32.242028778452934,vocabulary
66735.mp4,47,69.3686997713853,vocabulary
61885.mp4,64,136.47554346720378,vocabulary
61881.mp4,36,56.780308856310015,vocabulary
61889.mp4,103,68.64551206850054,vocabulary
61886.mp4,37,209.7343139037475,vocabulary
35455.mp4,121,118.48693986204373,medicine
35467.mp4,85,65.68501041666667,medicine
35452.mp4,106,93.46965593062107,medicine
35458.mp4,50,212.3354529094624,medicine
66111.mp4,72,73.65504639548085,medicine
35456.mp4,118,128.37175772974047,medicine
35454.mp4,104,15.63398671207265,medicine
35453.mp4,88,65.6788636980153,medicine
